date,review,score,month,day,tfidf_features
2019-03-10,"Un scenario originale mais il manque un **** acteurs manquent un peux de sérieux mais ils sont assez bons.L’histoire aurait pu prendre un autre chemin mais elle a un but **** bataile de fin est incencer et stupide, normalement capitain américa serait mort au nombre de blessure qu’il a eu. Par contre, la manière dont se termine la bataille est bien. Les effets spéciaux du film sont bien réussi et réaliste.",6,2019-03,Sunday,"but:0.06, de:0.45, film:0.07, la:0.32, se:0.17, un:0.81"
2019-03-09,"A great gathering of all the current MCU super heroes.



............................................",8,2019-03,Saturday,"all:0.28, great:0.30, heroes:0.43, mcu:0.60, of:0.19, super:0.48, the:0.16"
2019-03-08,"This is a great movie and I love helping bring all the characters in The Avengers together, this was the first movie me and my daughter seem together from the Marvel Universe and this will always be a great memory for us.",10,2019-03,Friday,"all:0.12, always:0.26, and:0.21, avengers:0.11, be:0.13, bring:0.29, characters:0.13, first:0.17, for:0.11, from:0.15, great:0.25, in:0.10, is:0.08, love:0.21, marvel:0.13, me:0.17, movie:0.16, my:0.15, the:0.26, this:0.26, together:0.35, universe:0.27, us:0.29, was:0.11, will:0.18"
2019-03-06,"78/100

""I have an army - We have a hulk"" The Avengers is a good movie. If you look at all of the movies, this is one of the most important because all the heroes We've seen meet and form a team. Loki remains among the most interesting villains. The first act and the third especially are great, but the second is kind of meh.Some scenes are filmed very well (I know which scene I refer to) and some have so many cuts ... The dialogue is sometimes bad, but the humor is good.",8,2019-03,Wednesday,"all:0.14, an:0.09, and:0.12, are:0.16, army:0.17, at:0.09, avengers:0.07, bad:0.13, because:0.11, but:0.13, dialogue:0.12, especially:0.14, first:0.10, good:0.16, great:0.07, have:0.23, heroes:0.10, hulk:0.09, humor:0.12, if:0.09, interesting:0.15, is:0.25, kind:0.15, know:0.13, loki:0.11, look:0.16, many:0.12, most:0.21, movie:0.05, movies:0.08, of:0.14, one:0.07, scene:0.15, scenes:0.11, second:0.16, seen:0.11, so:0.09, some:0.19, team:0.12, the:0.39, this:0.05, to:0.05, ve:0.11, very:0.09, villains:0.17, we:0.24, well:0.09, which:0.12, you:0.08"
2018-12-05,"Wow. This movie come out six years ago. When is first came out no one was sure if they could pull it off but they did. They pulled it off and exceeded expectations. The movie was all about characters and they frequently struggle to work together and seeing them come together to fight a common foe and banter and fight, and eventually prevail is super engaging. Every character has a very good place in the film and gets enough screen-time except for Hawkeye who's barley in it and Loki's motivations felt very flat and stereotypical. The action was off the walls crazy and entertaining and seeing it for the first time in theaters blows your mind. The comedy is on point, the character development, the plot is passable but isn't really the main focus. It's all about bringing everyone together and making a fun action blockbuster that you will remember till the day you die.",9,2018-12,Wednesday,"about:0.13, action:0.09, all:0.09, and:0.33, blockbuster:0.10, bringing:0.10, but:0.09, came:0.10, character:0.14, characters:0.05, come:0.17, comedy:0.09, could:0.07, day:0.11, development:0.10, did:0.07, enough:0.09, entertaining:0.08, every:0.08, everyone:0.09, expectations:0.11, felt:0.09, fight:0.19, film:0.05, first:0.14, for:0.09, fun:0.07, gets:0.09, good:0.05, has:0.06, hawkeye:0.09, if:0.06, in:0.12, is:0.13, isn:0.09, it:0.16, loki:0.07, main:0.09, making:0.10, mind:0.10, movie:0.06, no:0.07, off:0.26, on:0.06, one:0.05, out:0.13, place:0.11, plot:0.07, point:0.09, really:0.06, screen:0.08, seeing:0.17, super:0.08, sure:0.09, that:0.04, the:0.26, them:0.08, they:0.25, this:0.03, time:0.12, to:0.07, together:0.20, very:0.13, was:0.13, when:0.07, who:0.07, will:0.07, work:0.10, wow:0.12, years:0.10, you:0.10, your:0.08"
2018-11-15,"Mediocre action flick with shallow characters, there is no threat from mass cgi villains and unpopular opinion a crap main villain. Loki is stood up to by an elderly man and tossed about like a turd in the wind.",5,2018-11,Thursday,"about:0.19, action:0.12, an:0.16, and:0.16, by:0.19, cgi:0.33, characters:0.15, flick:0.31, from:0.17, in:0.11, is:0.19, like:0.16, loki:0.20, main:0.27, man:0.18, no:0.21, opinion:0.29, the:0.07, there:0.17, to:0.09, up:0.18, villain:0.24, villains:0.33, with:0.13"
2018-10-29,"Amazing crossover with characters from different movies and surprisingly it fits perfectly. Every character has their personality and details, none of them are plain.",10,2018-10,Monday,"amazing:0.26, and:0.21, are:0.20, character:0.26, characters:0.20, different:0.38, every:0.29, from:0.23, has:0.24, it:0.12, movies:0.20, of:0.12, perfectly:0.39, their:0.27, them:0.29, with:0.17"
2018-09-25,"The action scenes are spectacularly exciting, with excellent use of visuals and CGI. I loved seeing the heroes argue and not getting along, and seeing them working together and just beating the crap out of everything.",8,2018-09,Tuesday,"action:0.10, along:0.27, and:0.27, are:0.13, cgi:0.27, everything:0.19, excellent:0.23, exciting:0.25, getting:0.25, heroes:0.17, just:0.14, loved:0.23, not:0.12, of:0.15, out:0.16, scenes:0.17, seeing:0.41, the:0.19, them:0.18, together:0.16, visuals:0.27, with:0.11"
2018-09-19,"The Avengers is the first team-up film in the MCU and follows the crew as they argue for a while before teaming up to fight some aliens that are invading Earth thanks to Loki opening up a portal. Even when I watched The Avengers for the first time back in 2012, I didn't think that the story was all that special. This is a long film, and for most of it we just sit around watching the heroes talk. There are a few action set pieces throughout the film, such as when Thor, Loki, and Iron Man (and Captain America) have a pretty awesome scuffle, but besides that it's a whole lot of chatter and not a whole lot of anything else. And it doesn't help that these conversations aren't particularly interesting. The final battle in the city is cool, but there's nothing particularly jaw-dropping about it either. The story here is just...okay. I will say that having watched the first Captain America film it was cool to see Steve interact with the son of a man that he considered a friend, and slowly realize that he's a bit of a ****. Steve and Tony's dynamic is by far the most entertaining in the film (and possibly the MCU, which makes sense given the future these two have). As to be expected by this point with MCU films, the cinematography is great. Of course, this is also the film where we get the iconic shot of The Avengers as they assemble on the battlefield, which was cool to see. In the end, though, while everything in this film is solid, I don't find it to be particularly mind-blowing. And really a big part of the reason why I don't like to watch this one very often is because of the long run-time. There's nothing in this film that makes me want to sit down for 2.5 hours and watch it, unless I'm doing an MCU marathon.",7,2018-09,Wednesday,"2012:0.06, about:0.04, action:0.03, all:0.03, also:0.04, america:0.09, an:0.03, and:0.18, anything:0.06, are:0.06, around:0.06, as:0.12, avengers:0.08, awesome:0.05, back:0.06, battle:0.06, be:0.06, because:0.04, before:0.05, big:0.05, bit:0.06, but:0.05, by:0.08, captain:0.09, cool:0.18, course:0.06, didn:0.05, doesn:0.05, don:0.09, down:0.06, earth:0.06, either:0.06, else:0.06, end:0.05, entertaining:0.05, even:0.04, everything:0.05, expected:0.06, far:0.05, few:0.05, fight:0.06, film:0.23, films:0.04, final:0.06, find:0.06, first:0.12, for:0.10, get:0.04, given:0.06, great:0.03, have:0.06, having:0.06, he:0.09, here:0.05, heroes:0.04, hours:0.06, in:0.16, interesting:0.06, iron:0.04, is:0.18, it:0.13, just:0.07, like:0.03, loki:0.08, long:0.10, lot:0.09, makes:0.10, man:0.07, mcu:0.23, me:0.04, mind:0.06, most:0.08, not:0.03, nothing:0.11, of:0.16, on:0.03, one:0.03, part:0.05, point:0.06, possibly:0.07, pretty:0.05, really:0.04, reason:0.06, say:0.05, see:0.07, sense:0.06, set:0.06, solid:0.06, some:0.04, special:0.04, story:0.07, such:0.05, team:0.05, that:0.22, the:0.40, there:0.11, these:0.10, they:0.07, think:0.05, this:0.12, thor:0.04, though:0.05, throughout:0.06, time:0.07, to:0.15, tony:0.05, two:0.06, up:0.11, very:0.04, want:0.05, was:0.08, watch:0.08, watched:0.12, watching:0.05, we:0.10, when:0.08, where:0.05, which:0.09, while:0.10, whole:0.11, why:0.06, will:0.04, with:0.05"
2018-09-18,"Surprisingly good on a rewatch with my now growing children. Inconsitencies in plot and character behaviour and obviously ridiculous Hollywood ""physics"" can be overlooked with all the great action and humour on offer. A fun time",9,2018-09,Tuesday,"action:0.14, all:0.14, and:0.26, be:0.17, can:0.22, character:0.22, fun:0.22, good:0.17, great:0.15, humour:0.34, in:0.12, my:0.19, now:0.28, obviously:0.36, on:0.35, plot:0.22, the:0.08, time:0.19, with:0.29"
2018-08-03,"Still my favorite mcu movie.
This movie is very great.
The jokes are funny.
The characters are great.
The main villain, loki is amazing
Avengers Assemble!",10,2018-08,Friday,"amazing:0.21, are:0.32, avengers:0.13, characters:0.15, favorite:0.26, funny:0.23, great:0.29, is:0.19, jokes:0.32, loki:0.21, main:0.27, mcu:0.29, movie:0.19, my:0.18, still:0.24, the:0.23, this:0.10, very:0.18, villain:0.24"
2018-06-24,"The Avengers offers the first team up and the payoff for the build up from the different marvel films from the MCU. While this film has some good performances from all the actors involved and Tom Hiddleston stands out in this cast for his portrayal of Loki in this film. There is also other aspects which I like, including the one take sequence that happens in the final battle. However, this film has too much going on, it tries to focus on too much in this film, the different aspects include, the heroes working together in team, they also try to establish character arcs for some characters but not for others. The third and final thing which this film does is that it tries to establish a political stand point about teaming the avengers and this results in the film having too much going on. The other thing I don't like about this film is that there are some issues with the writing and finally the direction. I think this film is fine, but don't believe the hype that people have said about it.",6,2018-06,Sunday,"about:0.16, actors:0.07, all:0.04, also:0.12, and:0.12, are:0.05, avengers:0.07, battle:0.09, build:0.09, but:0.07, cast:0.06, character:0.06, characters:0.04, different:0.17, does:0.07, don:0.12, film:0.33, films:0.06, final:0.18, finally:0.08, first:0.06, for:0.15, from:0.15, going:0.14, good:0.04, has:0.10, have:0.04, having:0.09, heroes:0.06, hiddleston:0.08, his:0.07, however:0.08, hype:0.08, in:0.20, is:0.11, it:0.08, like:0.09, loki:0.06, marvel:0.04, mcu:0.08, much:0.16, not:0.04, of:0.03, on:0.14, one:0.04, other:0.12, out:0.06, people:0.07, performances:0.09, point:0.08, said:0.08, some:0.16, take:0.08, team:0.13, that:0.14, the:0.39, there:0.10, they:0.05, thing:0.14, think:0.07, this:0.26, to:0.08, together:0.06, tom:0.08, too:0.19, up:0.10, which:0.13, while:0.07, with:0.04, writing:0.09"
2018-06-19,"Marvel's The Avengers features characters which were from multiple Marvel movies and other Marvel franchises to group to save the world from a large worldscale threat. Lots of action, humor and amazing moments, enjoy this action packed film that will spawn further stories into the future.",10,2018-06,Tuesday,"action:0.19, amazing:0.16, and:0.13, avengers:0.10, characters:0.12, enjoy:0.21, film:0.11, from:0.27, group:0.25, humor:0.18, into:0.19, lots:0.26, marvel:0.35, moments:0.19, movies:0.12, multiple:0.25, of:0.07, other:0.16, packed:0.21, save:0.24, that:0.09, the:0.18, this:0.08, to:0.15, were:0.15, which:0.18, will:0.16, world:0.22"
2018-05-05,"It was undoubtedly good. It was for the most part entertaining and was a very interesting movie to watch. It wasn’t perfect and at times it was kind of boring, but it was still good.

Rating - 83%",8,2018-05,Saturday,"and:0.13, at:0.14, boring:0.22, but:0.10, entertaining:0.20, for:0.10, good:0.24, interesting:0.22, it:0.38, kind:0.24, most:0.17, movie:0.07, of:0.07, part:0.20, perfect:0.19, still:0.19, the:0.06, times:0.20, to:0.08, very:0.15, was:0.50, wasn:0.22, watch:0.17"
2018-05-04,"I’m a huge marvel fan but I did not enjoy this movie. It’s actually one of my least liked marvel films thus far.

In my opinion it was just soooo boring at times. So much that happened in this movie was uninteresting and a lot of things felt dumb. There was also a few to many plotholes in the story in order for me to enjoy it. I actually started to yawn at one point and wanted to take a break because I was not enjoying it. Though it got better at times but the overall experience was very disappointing.",4,2018-05,Friday,"actually:0.25, also:0.10, and:0.08, at:0.24, because:0.10, better:0.10, boring:0.13, but:0.12, did:0.10, enjoy:0.26, experience:0.14, fan:0.11, far:0.11, felt:0.12, few:0.13, films:0.10, for:0.06, got:0.13, huge:0.14, in:0.21, it:0.22, just:0.08, least:0.14, liked:0.14, lot:0.11, many:0.11, marvel:0.14, me:0.09, movie:0.09, much:0.08, my:0.16, not:0.13, of:0.08, one:0.13, opinion:0.14, overall:0.11, point:0.13, so:0.08, story:0.08, take:0.13, that:0.06, the:0.07, there:0.08, things:0.13, this:0.09, though:0.11, times:0.24, to:0.18, very:0.09, wanted:0.15, was:0.29"
2018-05-01,"Now I'm not a huge fan of superhero flicks, so maybe there's something I'm missing here. But walking out of the theater, all I felt was that I had seen 2.5 hours of nothing but action and drama. Maybe that's its purpose? Maybe it's just not my cup of tea? For whatever reason, I was not invested. This is hardly an interesting or exciting film, and I see no reason for the rave reviews or exceptional $$ it is making.

I suppose it has something to do with being a ""fan""; as I said earlier, I am in no way a ""fan"" of hero movies but this one got such good reviews that I had to check it out. I was disappointed because, surprise surprise, it felt EXACTLY like every other superhero movie that had ever been made. Even more so since its a combination of all of the previous heroes into one film. So really, it's not original, or different, or exciting, or moving, or anything. It just IS.",8,2018-05,Tuesday,"action:0.04, all:0.08, am:0.10, an:0.05, and:0.05, anything:0.09, as:0.05, because:0.07, been:0.07, being:0.08, but:0.12, different:0.09, disappointed:0.10, do:0.07, even:0.06, ever:0.07, every:0.07, exciting:0.19, fan:0.22, felt:0.17, film:0.09, for:0.08, good:0.05, got:0.09, had:0.19, has:0.06, here:0.08, hero:0.08, heroes:0.06, hours:0.09, huge:0.09, in:0.04, interesting:0.09, into:0.08, is:0.09, it:0.21, its:0.13, just:0.10, like:0.05, made:0.07, making:0.09, maybe:0.29, more:0.06, movie:0.03, movies:0.05, my:0.05, no:0.13, not:0.18, nothing:0.08, now:0.08, of:0.20, one:0.09, or:0.38, other:0.06, out:0.12, previous:0.10, really:0.06, reason:0.20, said:0.09, see:0.05, seen:0.07, since:0.09, so:0.16, something:0.16, such:0.08, superhero:0.11, that:0.15, the:0.07, theater:0.10, there:0.06, this:0.06, to:0.06, was:0.12, way:0.07, with:0.04"
2018-04-29,Avengers is a fantastic culmination of the first 4 years of the MCU. Incredibly fun!!!,10,2018-04,Sunday,"avengers:0.18, fantastic:0.37, first:0.28, fun:0.28, incredibly:0.47, is:0.13, mcu:0.40, of:0.25, the:0.21, years:0.41"
2018-04-29,"The long expected screenplay of the mightest, dysfunctional superhero team of Marvel Comics; each character is placed organically with his own dynamic personality. The action sequences are for fasten to the seat.",10,2018-04,Sunday,"action:0.14, are:0.17, character:0.22, comics:0.28, each:0.25, expected:0.32, for:0.14, his:0.25, is:0.11, long:0.28, marvel:0.16, of:0.20, own:0.30, sequences:0.31, superhero:0.18, team:0.25, the:0.33, to:0.10, with:0.14"
2018-04-28,When this movie first came out it was so epic cause never have we seen multiple super heroes franchises team up on the big screen (X-Men don't count...) The culmination of the past films leading up to this point and the interactions between all the characters made this film a pioneer. Story is the start of a bigger picture and is overlooked by a lot of people because this is the start of Thanos/Infinity Arc....,9,2018-04,Saturday,"all:0.08, and:0.10, because:0.13, between:0.15, big:0.14, by:0.12, came:0.18, characters:0.09, don:0.13, epic:0.16, film:0.09, films:0.13, first:0.12, have:0.09, heroes:0.12, is:0.18, it:0.06, lot:0.14, made:0.13, men:0.20, movie:0.06, multiple:0.19, never:0.15, of:0.22, on:0.10, out:0.12, people:0.15, point:0.17, screen:0.14, seen:0.13, so:0.10, start:0.34, story:0.11, super:0.14, team:0.14, the:0.32, this:0.24, to:0.06, up:0.22, was:0.08, we:0.14, when:0.12"
2018-04-25,"An overall great marvel movie with a few drawbacks like ,loki was just annoying after a while in my opinion , you know what his intensions are but it gets a little bit to much repeated
Overall every superhero did great ,even hawkeye caused for trouble.
The story was pretty dull to,but great characters really make it feel like you don't really care
I really enjoyed it,including the final battle,but it is far from the greatest marvel movie",8,2018-04,Wednesday,"after:0.14, an:0.09, are:0.09, battle:0.16, bit:0.15, but:0.21, care:0.17, characters:0.08, did:0.12, don:0.12, enjoyed:0.15, even:0.11, every:0.12, far:0.13, feel:0.14, few:0.15, final:0.17, for:0.07, from:0.10, gets:0.14, great:0.23, greatest:0.17, hawkeye:0.14, his:0.13, in:0.06, is:0.05, it:0.21, just:0.09, know:0.14, like:0.17, little:0.13, loki:0.11, make:0.12, marvel:0.16, movie:0.10, much:0.10, my:0.09, opinion:0.16, overall:0.26, pretty:0.13, really:0.30, story:0.10, superhero:0.09, the:0.12, to:0.10, was:0.14, what:0.10, while:0.13, with:0.07, you:0.16"
2018-04-24,"The Avengers is a Marvel fan's big dream come true. An unprecedented ensemble movie which has since only been topped by other MCU movies in scope and breadth. The story is simple and straightforward at the expense of complexity. Pacing is way off in the middle though. Under the supervision of Nick Fury and SHIELD, 6 heroes (Iron Man, Hulk, Thor, Black Widow, Hawkeye and Captain America) team up to battle Loki and his alien armada who threaten humanity with slavery. Here Thanos makes his first brief appearance in the MCU. When you see the Helicarrier take off for the first time, it's a wonder to behold. The action scenes are amazing and the heroes co-operate like a well-oiled machine. This movie opened the wider MCU to the cosmic elements for the 1st time.",9,2018-04,Tuesday,"action:0.05, amazing:0.09, america:0.09, an:0.07, and:0.20, are:0.07, at:0.07, avengers:0.05, battle:0.12, been:0.09, big:0.10, black:0.10, by:0.08, captain:0.09, come:0.10, ensemble:0.14, fan:0.10, first:0.16, for:0.11, fury:0.13, has:0.08, hawkeye:0.11, here:0.11, heroes:0.17, his:0.19, hulk:0.07, in:0.14, iron:0.08, is:0.12, it:0.04, like:0.07, loki:0.09, makes:0.10, man:0.08, marvel:0.06, mcu:0.36, movie:0.08, movies:0.06, nick:0.13, of:0.08, off:0.21, only:0.09, other:0.08, scenes:0.09, see:0.07, simple:0.14, since:0.12, story:0.07, take:0.12, team:0.10, the:0.41, this:0.04, thor:0.08, though:0.10, time:0.14, to:0.12, true:0.13, up:0.08, way:0.09, well:0.08, when:0.09, which:0.10, who:0.09, widow:0.10, with:0.06, you:0.06"
2018-04-23,The Avengers is one of my favorite movies ever! This was one of the first MARVEL films that I saw and it got me hooked on the rest of them. I highly recommend it! It’s amazing!,10,2018-04,Monday,"amazing:0.19, and:0.07, avengers:0.12, ever:0.19, favorite:0.23, films:0.20, first:0.18, got:0.25, highly:0.28, is:0.09, it:0.26, marvel:0.14, me:0.17, movies:0.14, my:0.16, of:0.25, on:0.15, one:0.26, recommend:0.26, rest:0.30, saw:0.24, that:0.11, the:0.20, them:0.20, this:0.09, was:0.11"
2018-04-22,"I don't think this movie was good as 'The Dark Knight Rises' which was also released in 2012, but I think this movie was quite amazing, and appealed the miraculous plan that Marvel and Kevin Feige had made. Different characters made perfect harmony.",7,2018-04,Sunday,"2012:0.24, also:0.18, amazing:0.17, and:0.13, as:0.13, but:0.10, characters:0.13, dark:0.22, different:0.24, don:0.18, good:0.13, had:0.16, in:0.09, knight:0.23, made:0.35, marvel:0.12, movie:0.15, perfect:0.19, quite:0.22, that:0.10, the:0.12, think:0.39, this:0.16, was:0.31, which:0.19"
2018-04-18,It was a good movie. At first I thought the 2 and a half hours of runtime were going to be a bore but it was way more fun than I expected.,7,2018-04,Wednesday,"and:0.09, at:0.19, be:0.17, but:0.14, expected:0.32, first:0.21, fun:0.22, going:0.26, good:0.16, half:0.33, hours:0.31, it:0.21, more:0.20, movie:0.10, of:0.10, than:0.22, the:0.08, thought:0.28, to:0.10, was:0.27, way:0.24, were:0.21"
2018-04-18,"(92/100)
Finally, after five movies it is here. but it does have some problems. Namely the CGI wasn't great (especiallly on the Chitauri) and the aspect ratio was very distracting in relation to all the other MCU movies. The movie continues the characters' story in a good way and the movie connects excellently and seamlessy with the previous five movies. Overall Marvel's The Avengers is the best movie out of phase one and a solid entry in the MCU in its own right.",9,2018-04,Wednesday,"after:0.14, all:0.08, and:0.18, avengers:0.07, best:0.09, but:0.07, cgi:0.19, characters:0.09, does:0.14, finally:0.16, good:0.09, great:0.08, have:0.08, here:0.15, in:0.26, is:0.11, it:0.11, its:0.12, marvel:0.08, mcu:0.33, movie:0.16, movies:0.26, of:0.05, on:0.09, one:0.08, other:0.11, out:0.11, overall:0.14, own:0.16, previous:0.17, right:0.16, solid:0.17, some:0.11, story:0.10, the:0.47, to:0.05, very:0.10, was:0.07, wasn:0.15, way:0.13, with:0.08"
2018-04-12,"The ending to Phase One is a very solid movie that does all it should. Every character gets their moment (except Hawkeye) and the action is on point. The plot may be weak but the character work in the movie makes up for all of it. This movie also becomes more and more special every year due to the rest of the MCU being heavily effected by it (see Daredevil, Spider-Man: Homecoming, basically all of the TV shows), which makes the movie feel huge in context. This movie gave me one of my best experiences in a cinema seeing all of my childhood dreams come to life on screen, love this movie.",9,2018-04,Thursday,"action:0.06, all:0.24, also:0.10, and:0.07, be:0.07, being:0.11, best:0.07, but:0.06, by:0.08, character:0.18, cinema:0.14, come:0.11, does:0.11, every:0.20, feel:0.11, for:0.06, gets:0.12, hawkeye:0.12, huge:0.13, in:0.15, is:0.09, it:0.13, life:0.14, love:0.11, makes:0.22, man:0.08, may:0.14, mcu:0.13, me:0.09, moment:0.14, more:0.16, movie:0.25, my:0.16, of:0.20, on:0.14, one:0.13, plot:0.09, point:0.12, rest:0.15, screen:0.11, see:0.08, seeing:0.11, should:0.11, shows:0.14, solid:0.13, special:0.10, that:0.05, the:0.30, their:0.09, this:0.13, to:0.13, up:0.08, very:0.08, which:0.10, work:0.12, year:0.13"
2018-04-11,"MCU at its best! This movie has everything, great cast, action, humor, everything is perfect. For the first time Marvel gave us a brilliant villain. Acting in the whole movie was amazing. The final battle was what we all have hoped for- to see the Avengers assembled, fighting side by side in the streets of NY was epic. My favorite MCU movie so far!",10,2018-04,Wednesday,"acting:0.14, action:0.07, all:0.08, amazing:0.12, at:0.10, avengers:0.07, battle:0.17, best:0.09, brilliant:0.17, by:0.11, cast:0.12, epic:0.15, everything:0.27, far:0.14, favorite:0.15, fighting:0.18, final:0.17, first:0.11, for:0.14, great:0.08, has:0.10, have:0.08, humor:0.13, in:0.13, is:0.05, its:0.12, marvel:0.09, mcu:0.33, movie:0.16, my:0.10, of:0.05, perfect:0.13, see:0.10, side:0.37, so:0.09, the:0.21, this:0.06, time:0.10, to:0.05, us:0.19, villain:0.14, was:0.22, we:0.13, what:0.10, whole:0.16"
2018-03-27,"Fantastic Comedy, cast , action. This movie is brilliant with only small mistakes!",9,2018-03,Tuesday,"action:0.20, brilliant:0.48, cast:0.36, comedy:0.42, fantastic:0.43, is:0.16, movie:0.15, only:0.35, this:0.16, with:0.22"
2018-03-15,"Despite some questionable green screen around the last 3rd of the movie, The Avengers is still a ton of fun. It really was a risk trying to make this movie happen, and it really payed off.

I still preferred The Dark Knight Rises and The Amazing Spider-Man when it comes to superhero movies of 2012, but I still think this film kicks ass.",9,2018-03,Thursday,"2012:0.20, amazing:0.14, and:0.11, around:0.20, avengers:0.09, but:0.09, comes:0.21, dark:0.18, film:0.10, fun:0.14, is:0.07, it:0.20, knight:0.19, last:0.21, make:0.15, man:0.13, movie:0.13, movies:0.11, of:0.19, off:0.17, really:0.25, screen:0.16, some:0.13, still:0.49, superhero:0.11, the:0.26, think:0.16, this:0.14, to:0.13, was:0.09, when:0.14"
2018-03-12,"I dislike words like ""overrated"", but if there's a time I'd use it, it's here. I almost fell asleep 50 minutes in from how boring the first and second acts are. The story is super simplistic. Characters meet for about 20 min, not much happens, then one thing happens, and that's the only thing they deal with until a big showdown at the end. Forward and stale. Might be better if you're with friends and eating some popcorn, and if you manage to make to the 50 minute mark it gets a little better, but it's really not all it's ramped up to be.",5,2018-03,Monday,"about:0.10, all:0.07, almost:0.15, and:0.21, are:0.08, at:0.09, be:0.16, better:0.23, big:0.12, boring:0.15, but:0.13, characters:0.08, end:0.12, first:0.10, for:0.07, from:0.09, gets:0.14, here:0.14, how:0.11, if:0.28, in:0.06, is:0.05, it:0.25, like:0.08, little:0.13, make:0.12, mark:0.13, minutes:0.16, much:0.10, not:0.15, one:0.07, only:0.11, overrated:0.16, popcorn:0.17, re:0.14, really:0.10, second:0.16, some:0.10, story:0.09, super:0.12, that:0.06, the:0.20, then:0.13, there:0.09, they:0.09, thing:0.26, time:0.09, to:0.15, until:0.17, up:0.09, with:0.14, you:0.15"
2018-02-26,"A great MCU movie. The early stages of the MCU were so cool. It felt like watching prior movies really came to fruition by watching this one. Then again, you didn't need to see past movies to understand this one. When I first saw this I hadn't seen Captain America, but I still understood him and got his deal. It's a great movie and it's my 2nd favorite MCU movie.",10,2018-02,Monday,"again:0.14, america:0.12, and:0.09, but:0.07, by:0.11, came:0.17, captain:0.12, cool:0.17, didn:0.13, favorite:0.14, felt:0.15, first:0.11, got:0.15, great:0.16, him:0.16, his:0.13, it:0.16, like:0.09, mcu:0.49, movie:0.16, movies:0.17, my:0.10, need:0.17, of:0.05, one:0.16, really:0.10, saw:0.15, see:0.10, seen:0.12, so:0.09, still:0.13, the:0.08, then:0.14, this:0.17, to:0.16, understand:0.18, watching:0.29, were:0.11, when:0.11, you:0.08"
2018-02-25,"A New Age For Superhero Movies
This Film LITERALLY Changed Cinema And We Sure Know Why!, THIS MOVIE IS ONE OF THE BEST SUPERHERO MOVIES, PERIOD!",10,2018-02,Sunday,"and:0.09, best:0.17, cinema:0.35, film:0.16, for:0.14, is:0.11, know:0.28, movie:0.10, movies:0.34, new:0.29, of:0.10, one:0.16, superhero:0.37, sure:0.31, the:0.08, this:0.22, we:0.26, why:0.31"
2018-02-20,"The Avengers makes you want to scream like a fan-girl. A perfect movie to bring heroes from the Marvel Universe together. Story was good at times, but also So-So at times.",8,2018-02,Tuesday,"also:0.19, at:0.30, avengers:0.11, bring:0.28, but:0.11, fan:0.21, from:0.15, good:0.13, heroes:0.18, like:0.14, makes:0.22, marvel:0.13, movie:0.08, perfect:0.20, so:0.29, story:0.15, the:0.13, times:0.44, to:0.16, together:0.17, universe:0.27, want:0.22, was:0.11, you:0.13"
2018-02-19,"This is easily the best Marvel film to date, one of the best action movies of all time, the best effects we have yet to see, and a film that is worthy of a few Oscar nods (and a definite win for visual effects). Straightforward script, flawless acting, and smooth direction make The Avengers one of the best films of 2012. Odin Score: 95/100 (subject to change after a much needed second viewing).",9,2018-02,Monday,"2012:0.18, acting:0.15, action:0.08, after:0.16, all:0.08, and:0.15, avengers:0.08, best:0.38, date:0.18, easily:0.20, effects:0.24, few:0.17, film:0.18, films:0.14, for:0.08, have:0.09, is:0.12, make:0.14, marvel:0.09, movies:0.10, much:0.11, of:0.28, one:0.18, score:0.21, script:0.18, second:0.19, see:0.11, that:0.07, the:0.24, this:0.06, time:0.11, to:0.18, visual:0.19, we:0.15, yet:0.18"
2018-02-10,"Espectacular, preciso, enredo bem estruturado. Toda a história foi inteiramente bem construída, a junção da equipa totalmente bem feita, as cenas de acção brutais e o vilão muito bem escolhido. Um filme espectacular e dos melhores no que diz respeito a Super Heróis e á sua junção. Ninguem ficou esquecido e todo o elenco foi bem trabalhado. Ainda não vi a liga da justiça mas vai ser difícil para a DC fazer um filme melhor que esse no que toca a junção de equipa. Veremos.",9,2018-02,Saturday,"as:0.10, dc:0.20, de:0.42, filme:0.51, no:0.27, que:0.65, super:0.14"
2018-02-04,"The Avengers is a fantastic team up movie with great characters. It's not the most thought provoking movie of all time, but it's very awesome.",10,2018-02,Sunday,"all:0.17, avengers:0.16, awesome:0.28, but:0.16, characters:0.19, fantastic:0.33, great:0.18, is:0.12, it:0.24, most:0.26, movie:0.24, not:0.18, of:0.11, team:0.30, the:0.19, thought:0.33, time:0.22, up:0.23, very:0.23, with:0.17"
