date,review,score,month,day,tfidf_features
2023-06-30,"Overrated flick, the action keeps disappointing, the characters are strange, nonsensical plots, lame music. Just empty.",2.0,2023-06,30,"action:0.25, are:0.32, characters:0.28, just:0.33, music:0.54, overrated:0.53, the:0.27"
2023-06-28,The movie is an cinematic masterpiece that not only serves as a sequel to every other marvel frachise in existence but also finds ways to combine each character of different genres into one cohesive narrative.,5.0,2023-06,28,"also:0.25, an:0.18, as:0.19, but:0.16, character:0.22, cinematic:0.28, different:0.31, each:0.24, every:0.25, in:0.14, into:0.26, is:0.12, marvel:0.15, masterpiece:0.31, movie:0.11, not:0.19, of:0.11, one:0.15, only:0.25, other:0.24, that:0.14, the:0.08, to:0.24"
2023-06-28,An Awesome team up of the ages,3.5,2023-06,28,"an:0.42, awesome:0.55, of:0.25, team:0.49, the:0.20, up:0.42"
2023-06-26,Esse filme mudou a historia do gênero de heróis no cinema.,5.0,2023-06,26,"cinema:0.49, de:0.42, do:0.41, filme:0.50, no:0.40"
2023-06-25,A great movie that helped improve the MCU and start its amazing storyline.,5.0,2023-06,25,"amazing:0.33, and:0.16, great:0.25, its:0.37, mcu:0.31, movie:0.17, start:0.44, storyline:0.52, that:0.23, the:0.14"
2023-06-20,"This was a good start, I remember watching this on theatres(turns out I watched all Avengers movies in theatres). Amazing camera movement, action packed scenes, perfect introductions. Even non-Marvel fans would love this movie. Loki is a great villain too btw...",3.5,2023-06,20,"action:0.13, all:0.13, amazing:0.17, avengers:0.12, even:0.20, fans:0.24, good:0.15, great:0.13, in:0.12, is:0.10, loki:0.18, love:0.19, marvel:0.13, movie:0.09, movies:0.15, on:0.17, out:0.18, packed:0.22, perfect:0.21, remember:0.26, scenes:0.20, start:0.22, this:0.29, too:0.20, villain:0.19, was:0.13, watched:0.26, watching:0.23, would:0.21"
2023-06-19,The avengers was the very first marvel movie where the avengers assembled for the first time. And it was awesome.,3.5,2023-06,19,"and:0.12, avengers:0.33, awesome:0.28, first:0.43, for:0.17, it:0.14, marvel:0.18, movie:0.12, the:0.40, time:0.21, very:0.25, was:0.37, where:0.35"
2023-06-16,"The movie changes aspect ratios pretty often which can be distracting. It's a good movie that explores the meeting of the main heroes of the Infinity Saga, but it was a bit jarring how they all went from hating each other to suddenly fighting together so quickly at the end.",3.5,2023-06,16,"all:0.12, at:0.16, be:0.16, bit:0.22, but:0.13, can:0.18, each:0.19, end:0.21, fighting:0.25, from:0.16, good:0.14, heroes:0.17, how:0.19, infinity:0.25, it:0.19, main:0.25, movie:0.17, of:0.17, other:0.20, pretty:0.23, so:0.17, that:0.11, the:0.34, they:0.16, to:0.10, together:0.15, was:0.13, which:0.21"
2023-06-14,"Muy buena película, me encanto",5.0,2023-06,14,"me:0.60, película:0.80"
2023-06-11,"The first Avengers is something special, and I will always love it, it's the first MCU movie I ever saw in Theaters, and the entire movie is awesome!",5.0,2023-06,11,"always:0.28, and:0.18, avengers:0.13, awesome:0.21, entire:0.27, ever:0.19, first:0.33, in:0.13, is:0.21, it:0.21, love:0.20, mcu:0.17, movie:0.19, saw:0.27, something:0.26, special:0.26, the:0.23, theaters:0.30, will:0.22"
2023-06-08,Greatest team up movie ever. The origin story of separate characters nicely merged and excellently directed. Final Battle was massive.,4.0,2023-06,8,"and:0.14, battle:0.39, characters:0.25, ever:0.31, final:0.42, greatest:0.38, movie:0.15, of:0.15, story:0.30, team:0.29, the:0.12, up:0.25, was:0.22"
2023-06-08,it was a good movie starring good actors,4.0,2023-06,8,"actors:0.55, good:0.71, it:0.24, movie:0.21, was:0.31"
2023-06-04,It is a decent team up film. Out all the Avengers film though this is my least favorite. It was awesome to see how the team worked together for the first time facing off against Thor's adopted brother Loki who sets out to attempt to conquer Earth for Thanos.,3.0,2023-06,4,"against:0.21, all:0.10, avengers:0.09, awesome:0.16, decent:0.23, earth:0.20, favorite:0.16, film:0.21, first:0.12, for:0.19, how:0.15, is:0.16, it:0.16, least:0.21, loki:0.14, my:0.13, off:0.17, out:0.29, see:0.15, team:0.27, thanos:0.22, the:0.17, this:0.08, thor:0.17, though:0.19, time:0.12, to:0.24, together:0.13, up:0.12, was:0.10, who:0.17, worked:0.22"
2023-06-04,"Marvel's The Avengers is surely Phase One's best movie and one of MCU's overall. With a good plot, great characters and performances and stunning action sequences with great CGI.",4.5,2023-06,4,"action:0.15, and:0.29, avengers:0.14, best:0.16, cgi:0.26, characters:0.17, good:0.17, great:0.30, is:0.12, marvel:0.15, mcu:0.18, movie:0.10, of:0.10, one:0.29, overall:0.27, performances:0.28, phase:0.25, plot:0.24, sequences:0.30, the:0.08, with:0.31"
2023-06-02,A cult-classic superhero movie of all-time .,4.5,2023-06,2,"all:0.35, classic:0.64, movie:0.25, of:0.25, superhero:0.42, time:0.41"
2023-05-28,"While this film may not seem as special now, it managed to bring together a group of characters from separate stories and unite them into one, which had never been done before.",4.0,2023-05,28,"and:0.09, as:0.16, been:0.21, before:0.23, bring:0.27, characters:0.15, done:0.22, film:0.13, from:0.18, group:0.28, had:0.21, into:0.22, it:0.10, may:0.28, never:0.23, not:0.16, now:0.23, of:0.09, one:0.13, special:0.25, them:0.21, this:0.10, to:0.10, together:0.16, which:0.22, while:0.24"
2023-05-24,its crazy how this movie did things that we only could have dreamed for (bringing all heroes for a team up movie),4.0,2023-05,24,"all:0.16, bringing:0.31, could:0.27, did:0.28, for:0.31, have:0.21, heroes:0.23, how:0.24, its:0.24, movie:0.22, only:0.26, team:0.22, that:0.15, things:0.34, this:0.12, up:0.19, we:0.26"
2023-05-21,Great ensemble but im expecting for more.,2.0,2023-05,21,"but:0.35, ensemble:0.66, for:0.32, great:0.34, more:0.48"
2023-05-21,It all leads to this. What can you say but well done.,5.0,2023-05,21,"all:0.24, but:0.25, can:0.34, done:0.39, it:0.19, say:0.45, this:0.18, to:0.19, well:0.32, what:0.33, you:0.30"
2023-05-19,Awsome movie my favorite one,5.0,2023-05,19,"favorite:0.68, movie:0.29, my:0.54, one:0.40"
2023-05-19,esta pelicula fue unas de las mas buenas de marvel bueno tras que hay superheroes de nuestra infancia cuando leemos los comics de marvel aaay que recuerdos calificacion b+,4.0,2023-05,19,"comics:0.24, de:0.79, los:0.23, marvel:0.22, que:0.43, superheroes:0.18"
2023-05-18,this is a bad boring movie,2.0,2023-05,18,"bad:0.61, boring:0.67, is:0.25, movie:0.23, this:0.25"
2023-05-16,"The Avengers was meticulously crafted and well thought out. There was careful consideration taken in every element, every plotline and every piece of dialogue, which is can be positive but also negative. Because it was such a monumental cinematic moment, it seemed as though the filmmakers were doing everything possible to not mess it up and therefore did not take many risks. That being said, the film itself is fantastic. Seeing Earth's mightiest heroes fight side by side give you goosebumps, there are genuinely funny moments and the plot moves forward logically. However, compared to later films in the MCU, The Avengers just seems a little too safe.",4.5,2023-05,16,"also:0.11, and:0.18, are:0.09, as:0.08, avengers:0.13, be:0.09, because:0.12, being:0.12, but:0.07, by:0.11, can:0.10, cinematic:0.12, dialogue:0.13, did:0.12, earth:0.13, every:0.34, everything:0.11, fantastic:0.12, fight:0.12, film:0.07, films:0.10, funny:0.12, give:0.13, heroes:0.10, however:0.14, in:0.13, is:0.11, it:0.16, just:0.09, later:0.15, little:0.12, many:0.12, mcu:0.08, mightiest:0.15, moment:0.14, moments:0.13, not:0.17, of:0.05, out:0.10, plot:0.11, possible:0.15, said:0.14, seeing:0.13, such:0.13, take:0.14, that:0.06, the:0.23, there:0.20, though:0.13, thought:0.13, to:0.11, too:0.11, up:0.08, was:0.21, well:0.09, were:0.11, which:0.12, you:0.09"
2023-05-13,The cross-over superhero epic which first showed how huge stories can Marvel call into being and proved that the studio will be an elemental part of Hollywood from then on.,4.5,2023-05,13,"an:0.17, and:0.09, be:0.19, being:0.26, can:0.21, epic:0.25, first:0.17, from:0.19, how:0.22, huge:0.32, into:0.24, marvel:0.15, of:0.10, on:0.19, over:0.28, part:0.28, superhero:0.17, that:0.13, the:0.16, then:0.26, which:0.25, will:0.23"
2023-05-12,Brings back good memories.,5.0,2023-05,12,"back:0.62, brings:0.68, good:0.39"
2023-05-10,"One of the best mcu movies of all time, the avengers are the best in this, this has the 2nd best villain, an incredible film.",4.5,2023-05,10,"all:0.16, an:0.19, are:0.21, avengers:0.15, best:0.51, film:0.16, has:0.23, in:0.15, incredible:0.29, mcu:0.19, movies:0.18, of:0.22, one:0.16, the:0.36, this:0.24, time:0.19, villain:0.24"
2023-05-09,Absolute Classic. Nothing else to say.,4.5,2023-05,9,"classic:0.45, else:0.55, nothing:0.49, say:0.47, to:0.20"
2023-05-09,"The Avengers is one of THE BEST action movies I've ever watched, and I HAVE to tell everybody who will listen that. Now that I've seen it, it's hard to express how excited I am. I deliberately steer clear of building myself up for movies because I find that when I do, nothing really seems to be able to live up to my expectations. I typically steer clear of hype trains whenever I can. Having said that, I was quite excited to watch this movie and was entirely on board with the buzz. It was unavoidable. I could have been severely disappointed if this movie had been bad. I'm overjoyed to say that the exact opposite has occurred.",5.0,2023-05,9,"action:0.07, and:0.09, avengers:0.06, bad:0.13, be:0.09, because:0.12, been:0.22, best:0.07, building:0.15, can:0.10, could:0.11, do:0.11, ever:0.09, expectations:0.14, find:0.14, for:0.06, had:0.11, hard:0.14, has:0.09, have:0.17, having:0.13, how:0.10, hype:0.14, if:0.10, is:0.05, it:0.16, movie:0.09, movies:0.15, my:0.09, nothing:0.13, now:0.12, of:0.14, on:0.09, one:0.06, quite:0.15, really:0.09, said:0.14, say:0.13, seen:0.12, that:0.31, the:0.15, this:0.10, to:0.37, up:0.16, ve:0.23, was:0.20, watch:0.11, watched:0.14, when:0.10, who:0.11, will:0.11, with:0.07"
2023-05-08,It is such a classic 👌,5.0,2023-05,8,"classic:0.64, is:0.28, it:0.28, such:0.66"
2023-05-06,It's a great team up film. I've enjoyed the film from first to last. The character of Loki is even more Darker. The film battle was Iconic. Joss Whedon's team up movie was incredible.,4.5,2023-05,6,"battle:0.21, character:0.17, enjoyed:0.26, even:0.18, film:0.36, first:0.14, from:0.16, great:0.12, iconic:0.24, incredible:0.21, is:0.09, it:0.09, joss:0.20, last:0.25, loki:0.16, more:0.17, movie:0.08, of:0.08, team:0.32, the:0.19, to:0.09, up:0.27, ve:0.21, was:0.24, whedon:0.19"
2023-05-06,"Dated now, but when released it was truly an experience to see all your comic book heroes together for the first time.",4.0,2023-05,6,"all:0.16, an:0.19, book:0.26, but:0.17, comic:0.25, experience:0.31, first:0.19, for:0.16, heroes:0.23, it:0.13, now:0.29, see:0.24, the:0.09, time:0.19, to:0.13, together:0.20, truly:0.33, was:0.17, when:0.25, your:0.34"
2023-05-05,"This movie blew me away when I first saw it back in 2012. Never in my right mind would I imagine that this many( at the time)comic book characters would work so well together on the big screen. Well, we have come a long way since then. Even though it keeps slipping down my ranking of best MCU movies it still is an enjoyable movie.",4.0,2023-05,5,"2012:0.16, an:0.10, at:0.11, away:0.18, back:0.16, best:0.09, big:0.14, book:0.13, characters:0.10, come:0.14, comic:0.13, down:0.18, enjoyable:0.16, even:0.13, first:0.10, have:0.11, in:0.15, is:0.07, it:0.20, long:0.16, many:0.14, mcu:0.10, me:0.13, mind:0.18, movie:0.12, movies:0.10, my:0.22, never:0.15, of:0.06, on:0.11, right:0.16, saw:0.17, screen:0.14, since:0.17, so:0.12, still:0.11, that:0.08, the:0.09, then:0.15, this:0.13, though:0.16, time:0.10, together:0.10, way:0.12, we:0.14, well:0.22, when:0.13, work:0.14, would:0.28"
2023-05-05,"Too much science not enough action, but still love RDJ, Chris Evens, Chris Hemsworth and Mark Ruffalo playing these iconic hero's and making them the characters I know and love",4.0,2023-05,5,"action:0.12, and:0.22, but:0.12, characters:0.13, chris:0.53, enough:0.24, hero:0.20, iconic:0.24, know:0.23, love:0.34, making:0.21, mark:0.21, much:0.17, not:0.14, ruffalo:0.21, still:0.15, the:0.06, them:0.18, these:0.18, too:0.18"
2023-05-05,This movie has some cool scenes but is actually kinda boring.,3.0,2023-05,5,"actually:0.45, boring:0.44, but:0.22, cool:0.40, has:0.30, is:0.17, movie:0.15, scenes:0.34, some:0.32, this:0.16"
2023-05-03,Amazing film with awesome action and plot,4.5,2023-05,3,"action:0.32, amazing:0.41, and:0.20, awesome:0.48, film:0.32, plot:0.50, with:0.33"
2023-05-01,"One of the best MCU films to this date!
Tons of action, suspense 
The first time I saw the hulk was very scary",5.0,2023-05,1,"action:0.19, best:0.20, date:0.40, films:0.26, first:0.22, hulk:0.29, mcu:0.22, of:0.26, one:0.18, saw:0.37, the:0.31, this:0.14, time:0.21, to:0.14, very:0.25, was:0.19"
2023-04-30,Avengers Assembled and this movie kicks arse!,5.0,2023-04,30,"and:0.43, avengers:0.60, movie:0.45, this:0.50"
2023-04-12,"This movie has great pacing, great chemistry between its leads and has the perfect level of corniness for an MCU movie. Loki in this movie makes a great villain and the dynamics between all the heroes is so well thought out. Also there are some really creative combo attacks from the main characters. The flaws for me are that the first few minutes are kinda lacking and some of the jokes are really cringe, still a good movie",4.0,2023-04,12,"all:0.07, also:0.12, an:0.09, and:0.15, are:0.38, between:0.28, characters:0.09, chemistry:0.14, few:0.16, first:0.09, for:0.14, from:0.10, good:0.09, great:0.22, has:0.21, heroes:0.11, in:0.07, is:0.06, its:0.11, jokes:0.16, level:0.17, loki:0.10, main:0.15, makes:0.13, mcu:0.09, me:0.12, minutes:0.17, movie:0.21, of:0.10, out:0.11, perfect:0.12, really:0.20, so:0.10, some:0.22, still:0.10, that:0.07, the:0.29, there:0.11, this:0.11, thought:0.14, villain:0.11, well:0.10"
2023-04-10,"The 1st Avengers movie is a thrilling
and action-packed adventure that brings together some of the most iconic superheroes from the Marvel universe. The film's seamless blend of humor, drama, and high-stakes action makes for a truly entertaining experience. The chemistry between the cast is fantastic, with each character bringing their unique personality and skills to the table. The special effects are top-notch, bringing the epic battles to life in stunning detail. The only downside is that some of the character development feels a bit rushed, but overall, The Avengers is a must-see for any Marvel fan or lover of superhero movies",4.0,2023-04,10,"action:0.13, adventure:0.13, and:0.12, any:0.11, are:0.08, avengers:0.12, battles:0.14, between:0.12, bit:0.11, bringing:0.24, brings:0.13, but:0.06, cast:0.10, character:0.18, chemistry:0.12, development:0.13, each:0.10, effects:0.11, entertaining:0.11, epic:0.11, experience:0.12, fan:0.12, fantastic:0.11, feels:0.13, film:0.06, for:0.12, from:0.08, high:0.14, humor:0.11, iconic:0.13, in:0.06, is:0.20, life:0.14, makes:0.11, marvel:0.13, most:0.10, movie:0.04, movies:0.07, must:0.11, of:0.17, only:0.10, or:0.11, overall:0.11, packed:0.11, see:0.09, some:0.19, special:0.12, superhero:0.07, superheroes:0.10, that:0.12, the:0.42, their:0.09, to:0.10, together:0.08, top:0.11, truly:0.13, unique:0.14, universe:0.11, with:0.07"
2023-04-08,"While not perfect, the OG Avengers film provides viewers with a simple yet effective story, while combining our favourite Marvel heroes in epic fashion.

Rating: 89%",4.5,2023-04,8,"avengers:0.14, epic:0.26, favourite:0.33, film:0.16, heroes:0.22, in:0.14, marvel:0.15, not:0.19, our:0.29, perfect:0.25, story:0.21, the:0.08, while:0.56, with:0.16, yet:0.34"
2023-04-08,The first team-up flick pulls it off well. The characters have mostly been fleshed out before this and the ones that haven't are supporting characters anyhow. Each character gets their own moments that feel earned.,4.0,2023-04,8,"and:0.09, are:0.17, been:0.22, before:0.23, character:0.19, characters:0.31, each:0.21, feel:0.25, first:0.16, gets:0.28, have:0.17, it:0.11, moments:0.25, off:0.22, out:0.19, own:0.26, team:0.18, that:0.25, the:0.23, their:0.20, this:0.10, up:0.16, well:0.18"
2023-04-06,"Up until this point, nothing had been done like this in film and it was executed magnificently. The casting and chemistry between them is on point, the villain is compelling and gets under your skin in the best way, and Robert Downey Jr.'s humor all around is unforgettable, and how can I not mention that glorifying theme song??",5.0,2023-04,6,"all:0.09, and:0.30, around:0.17, been:0.15, best:0.10, between:0.17, can:0.13, chemistry:0.17, compelling:0.20, done:0.15, downey:0.18, film:0.09, gets:0.19, had:0.15, how:0.14, humor:0.17, in:0.17, is:0.21, it:0.07, jr:0.18, like:0.12, not:0.11, nothing:0.18, on:0.12, point:0.35, robert:0.18, that:0.08, the:0.15, them:0.15, theme:0.21, this:0.14, up:0.11, villain:0.14, was:0.09, way:0.13, your:0.19"
2023-04-02,A great story with some epic superheroes gives us the earths mightest Hereos,4.0,2023-04,2,"epic:0.38, gives:0.48, great:0.22, some:0.33, story:0.31, superheroes:0.36, the:0.12, us:0.41, with:0.23"
2023-04-02,Great movie. Action and fun with just enough heart all the way through. Well done.,4.5,2023-04,2,"action:0.19, all:0.18, and:0.12, done:0.30, enough:0.39, fun:0.25, great:0.18, heart:0.41, just:0.25, movie:0.13, the:0.10, through:0.40, way:0.27, well:0.25, with:0.19"
2023-03-29,"I love this movie one of the greatest superhero team movies ever made in my opinion. Action, I love that action so I'm gonna have to give it a 10/10 aka perfect. Acting is perfect RDJ, Chris Evans, Chris Hemsworth, Scarlet Johansson, Jeremy Renner, & Mark Ruffalo all perfected there characters and they all made it so perfect at bringing there characters together. CGI, I think that the CGI is amazing. Villain, I think that Tom Hiddleston has done a great job with portraying Loki but Loki is more of a bad guy than a villain. Writing, the writing is perfect. Story/Plot is amazing aka perfect. Casting is a solid 10/10 no one can tell me something different. Characters were all great I love them all. Adventure is great. Ending, I love the ending and I can not express how much I love this ending.",5.0,2023-03,29,"10:0.28, acting:0.08, action:0.09, adventure:0.09, all:0.17, amazing:0.11, and:0.06, at:0.06, bad:0.08, bringing:0.08, but:0.04, can:0.12, cgi:0.15, characters:0.15, chris:0.20, different:0.09, done:0.07, ending:0.27, ever:0.06, give:0.08, great:0.13, greatest:0.07, has:0.06, have:0.06, hiddleston:0.08, how:0.06, in:0.04, is:0.23, it:0.07, jeremy:0.09, job:0.08, johansson:0.09, loki:0.12, love:0.32, made:0.14, mark:0.08, me:0.07, more:0.06, movie:0.03, movies:0.05, much:0.06, my:0.06, no:0.07, not:0.05, of:0.06, one:0.08, opinion:0.09, perfect:0.35, plot:0.07, renner:0.09, ruffalo:0.08, so:0.12, solid:0.09, something:0.08, story:0.06, superhero:0.05, team:0.06, than:0.07, that:0.12, the:0.10, them:0.07, there:0.13, they:0.06, think:0.16, this:0.07, to:0.03, together:0.05, tom:0.09, villain:0.13, were:0.07, with:0.04, writing:0.18"
2023-03-27,"Can I give this movie more stars please. Awesome movie, great story, action, and comic relief.",5.0,2023-03,27,"action:0.21, and:0.13, awesome:0.31, can:0.29, comic:0.31, give:0.38, great:0.20, more:0.29, movie:0.28, stars:0.45, story:0.29, this:0.16"
2023-03-27,"Avengers is one of the strongest, epic, extravagant MCU film out there. Strong performance, the excellent pace was well done, entertaining, action-packed, and one of the best Marvel films. Definitely my top 10 best MCU films.",5.0,2023-03,27,"10:0.19, action:0.12, and:0.08, avengers:0.11, best:0.25, definitely:0.20, done:0.19, entertaining:0.20, epic:0.20, excellent:0.22, film:0.12, films:0.33, is:0.09, marvel:0.12, mcu:0.28, my:0.15, of:0.16, one:0.23, out:0.16, packed:0.20, performance:0.24, strong:0.25, the:0.19, there:0.17, top:0.21, was:0.12, well:0.16"
2023-03-26,"The world loves it, though I still think the original ""Iron Man"", ""Thor"" and ""Captain America"" were my favorites.

At this point, ""The Avengers"" has made around 100 trillion dollars (or so)--and so it's obvious that people love the film. My own daughter went to the premier in New York and then went to it on opening night in general release--and was mad I didn't take her with me tonight to see it! Obviously, she loved the film as well. As for me, I liked it but didn't quite share the overall exuberance for the film. Mind you, I liked it--but I think I preferred the earlier films before the Avengers team was formed. There was a certain charm that I didn't quite see recaptured in the film. Now the film is good--it's just that what I like in these other films I would have liked more of in ""The Avengers"". Specifically, the movie could have used a bit more humor and a bit more character development. When I read the IMDb trivia, it seems that originally the film had about 30 more minutes--all showing Steve Rogers (Captain America) trying to adjust to his new life. I would have LOVED seeing all this--and less of the HUGE battle at the end of the film. For me, it just felt numbing after a while and I would have liked more of the characters when they weren't fighting. Again, however, I DID like the film....but the earlier Marvel/Disney films I liked just a bit better. Just my two cents worth...",3.5,2023-03,26,"about:0.05, after:0.06, again:0.06, all:0.06, america:0.11, and:0.14, around:0.06, as:0.08, at:0.08, avengers:0.09, battle:0.06, before:0.05, better:0.05, bit:0.16, but:0.10, captain:0.11, character:0.04, characters:0.04, could:0.05, development:0.06, did:0.05, didn:0.17, end:0.05, felt:0.06, fighting:0.06, film:0.25, films:0.13, for:0.09, good:0.04, had:0.05, has:0.04, have:0.16, his:0.06, however:0.06, huge:0.07, humor:0.06, in:0.14, iron:0.05, is:0.02, it:0.22, just:0.17, less:0.07, life:0.07, like:0.08, liked:0.31, love:0.05, loved:0.11, made:0.05, man:0.05, marvel:0.03, me:0.15, mind:0.07, minutes:0.07, more:0.22, movie:0.02, my:0.12, new:0.11, now:0.06, of:0.09, on:0.04, or:0.05, original:0.06, other:0.05, overall:0.06, own:0.06, people:0.05, point:0.06, quite:0.14, see:0.09, seeing:0.06, so:0.09, still:0.04, take:0.06, team:0.04, that:0.11, the:0.38, then:0.06, there:0.05, these:0.05, they:0.04, think:0.11, this:0.05, thor:0.05, though:0.06, to:0.12, two:0.06, was:0.09, well:0.04, were:0.05, what:0.04, when:0.10, while:0.06, with:0.03, world:0.06, worth:0.06, would:0.16, york:0.07, you:0.04"
2023-03-22,"quien no ama esta película ?, La que reunió todos nuestros héroes por primera vez ,llena de acción,visualmente magnifica y momentos grandiosos todo es genial en esta película su trama interesante y personajes perfectamente calcados.",5.0,2023-03,22,"de:0.27, en:0.33, es:0.34, la:0.32, no:0.26, película:0.66, que:0.30"
2023-03-17,Was a good film. To bad the future marvel films/tv is some pushed narrative now,3.0,2023-03,17,"bad:0.41, film:0.22, films:0.31, future:0.45, good:0.25, is:0.17, marvel:0.22, now:0.39, some:0.33, the:0.12, to:0.17, was:0.22"
2023-03-11,"Kirk Lazarus webbing Thor and Captain America, was sound",5.0,2023-03,11,"america:0.55, and:0.20, captain:0.54, thor:0.52, was:0.32"
2023-03-10,"La gran reunión de los héroes que dieron inicio al MCU. Iron Man, Hulk, Capitán América, Thor y Loki unidos en un solo film. Esta película cuenta con una muy buena premisa que da comienzo a la saga del universo Marvel. Con un gran elenco que interpreta perfectamente a sus personajes, dan vida a estos increíbles personajes que por mucho tiempo han vivido en los comics o en los dibujos animados. Muy buenas y prometedoras escenas de acción y efectos especiales que se llevan toda la atención. Definitivamente una de las mejores películas de Marvel. Mi calificación final para esta película es un 10/10.",5.0,2023-03,10,"10:0.17, comics:0.11, de:0.35, en:0.32, es:0.11, film:0.05, final:0.10, hulk:0.08, iron:0.08, la:0.31, loki:0.07, los:0.31, man:0.08, marvel:0.10, mcu:0.06, para:0.11, película:0.21, que:0.49, se:0.11, solo:0.11, thor:0.08, un:0.32, una:0.21"
2023-02-28,A great movie to bring together the heroes in phase 1.,4.0,2023-02,28,"bring:0.55, great:0.27, heroes:0.38, in:0.25, movie:0.19, phase:0.45, the:0.15, to:0.21, together:0.34"
2023-02-24,Perhaps the greatest superhero movie of all time. Each character gets their due screen time without having to compete for it. This movie set the standard for every Marvel film that came after it with enthralling heroes and one of the few truly bewitching antagonists.,5.0,2023-02,24,"after:0.21, all:0.11, and:0.08, came:0.22, character:0.16, each:0.18, every:0.19, few:0.25, film:0.12, for:0.22, gets:0.23, greatest:0.20, having:0.23, heroes:0.16, it:0.18, marvel:0.12, movie:0.16, of:0.16, one:0.11, screen:0.19, set:0.20, superhero:0.13, that:0.11, the:0.19, their:0.17, this:0.09, time:0.27, to:0.09, truly:0.23, with:0.12, without:0.24"
2023-02-22,"A comic book blast. Fun banter, great acting, great action, great stakes, great villain, great fun. Nuff Said.",5.0,2023-02,22,"acting:0.25, action:0.15, book:0.23, comic:0.22, fun:0.40, great:0.72, said:0.30, villain:0.22"
2023-02-21,The best movie! Watching it is an exciting adventure!,5.0,2023-02,21,"adventure:0.53, an:0.29, best:0.26, exciting:0.51, is:0.19, it:0.19, movie:0.17, the:0.14, watching:0.43"
2023-02-18,"Super-powered buddies in tights beat up a jokster and some aliens.

At the time of its release, it was probably the biggest movie out there. It was a culmination of years of hard work and movies building up to this precise moment. Everyone was talking about it. 

Looking back now, it's a bit corny (I'm talking about Captain America's suit).

It has a nice balance of humor and action. The Hulk is the best part. It's a solid film.",4.0,2023-02,18,"about:0.26, action:0.08, america:0.14, and:0.16, at:0.11, back:0.15, best:0.08, bit:0.14, building:0.17, captain:0.14, culmination:0.16, everyone:0.14, film:0.08, hard:0.16, has:0.11, hulk:0.13, humor:0.14, in:0.07, is:0.06, it:0.37, its:0.12, looking:0.17, moment:0.17, movie:0.05, movies:0.09, nice:0.18, now:0.14, of:0.22, out:0.11, part:0.15, probably:0.16, solid:0.16, some:0.12, super:0.14, the:0.18, there:0.12, this:0.06, time:0.09, to:0.06, up:0.19, was:0.24, work:0.14, years:0.15"
2023-02-17,"An excellent end to phase one. This movie made Iron Man 2, Thor, and The Incredible Hulk worth watching.",4.5,2023-02,17,"an:0.19, and:0.11, end:0.27, excellent:0.31, hulk:0.26, incredible:0.30, iron:0.27, made:0.26, man:0.26, movie:0.11, one:0.16, phase:0.27, the:0.09, this:0.12, thor:0.27, to:0.13, watching:0.29, worth:0.33"
2023-02-17,Best movie of the franchise.,5.0,2023-02,17,"best:0.44, franchise:0.77, movie:0.29, of:0.29, the:0.23"
2023-02-15,The Avengers is a amazing way to set up this team of heroes!,4.5,2023-02,15,"amazing:0.34, avengers:0.24, heroes:0.36, is:0.20, of:0.18, set:0.43, team:0.34, the:0.14, this:0.19, to:0.20, up:0.30, way:0.37"
2023-02-06,"My writing is about the Avengers movie, the first movie of the 21st century that was not cartoonish.
It is a movie that entertains people who usually like superheroes



Loky the brother of evil thor is the leader of the chitauris and his objective is to steal the desert that the fury doctor has and dominate the world.
He will not get it because the fury doctor summons all the avengers to protect the world and win the battle.



In my opinion, these movies are always very entertaining, especially those who love superheroes.",5.0,2023-02,6,"about:0.11, all:0.07, always:0.14, and:0.13, are:0.09, avengers:0.12, battle:0.12, because:0.12, entertaining:0.11, especially:0.13, first:0.08, fury:0.28, get:0.11, has:0.09, he:0.11, his:0.12, in:0.06, is:0.21, it:0.10, like:0.09, love:0.10, movie:0.14, movies:0.08, my:0.17, not:0.16, of:0.14, opinion:0.14, people:0.11, superheroes:0.22, that:0.18, the:0.48, these:0.10, thor:0.11, those:0.15, to:0.10, very:0.09, was:0.07, who:0.22, will:0.11, world:0.24, writing:0.14"
2023-02-06,"Excellent movie all the way around. Exceptional writing, acting, production value. This easily could have been a mess, there's a fine line between too much at once...& something awesome. They walked that line perfectly with this one. Strongly recommend.",5.0,2023-02,6,"acting:0.22, all:0.12, around:0.24, at:0.17, awesome:0.19, been:0.20, between:0.23, could:0.21, excellent:0.24, fine:0.27, have:0.16, movie:0.09, much:0.19, one:0.12, perfectly:0.24, recommend:0.27, something:0.24, that:0.12, the:0.07, there:0.19, they:0.17, this:0.19, too:0.20, way:0.18, with:0.13, writing:0.27"
2023-01-31,"This is fun, timing is appropriate, and I didn't feel that long. I don't know if they are really cooperating, but I liked seeing variety of fighting style from them. Succeeded to control too many characters, and enjoyable as it it. The amount of gag and parody is acceptable.",3.5,2023-01,31,"and:0.23, are:0.15, as:0.14, but:0.12, characters:0.13, didn:0.21, don:0.21, enjoyable:0.23, feel:0.22, fighting:0.24, from:0.16, fun:0.16, if:0.18, is:0.27, it:0.18, know:0.24, liked:0.24, long:0.23, many:0.20, of:0.16, really:0.16, seeing:0.22, that:0.11, the:0.07, them:0.19, they:0.16, this:0.09, to:0.09, too:0.19"
